Code	Name	Block	Version	Radical	Strokes	VStrokes	Pinyin	MorohashiId	NelsonIds	Sources	JSource	Joyo	Jinmei	LinkCodes	LinkNames	LinkType	Meaning	On	Kun
9E7F	鹿	CJK	1.1	198	11		lù	47586	1510,5375	GHJKTV	J0-3C2F	Y					deer; surname; KangXi radical 198	ROKU	SHIKA KA
9E80	麀	CJK	1.1	198	13		yōu	47588		GHJKT	J14-7E54						female deer; roe, doe	YUU YU	MEJIKA
9E81	麁	CJK	1.1	198	13		cū	47591		GHJKT	J0-7346						rough, thick, course; rude	SO	ARAI
9E82	麂	CJK	1.1	198	13		jǐ	47589		GHJKTV	J1-6C5D						species of deer	KI	
9E83	麃	CJK	1.1	198	15		páo	47598		GHJKT	J1-6C5E						till, plow	HOU BYOU	OOSHIKA
9E84	麄	CJK	1.1	198	15		cū	47606		GHJKT	J1-6C5F						coarse, rough, rude	SO ZO	HANARERU
9E85	麅	CJK	1.1	198	16		páo	47610		GHJKT	J14-7E55						a small spotted deer found in north China	HOU BYOU	OOSHIKA
9E86	麆	CJK	1.1	198	16		zhù	47611		GHKT									
9E87	麇	CJK	1.1	198	16		jūn	47612		GHJKTV	J1-6C61						general name for the hornless deer; to collect to band together	KIN KUN GUN	NORO
9E88	麈	CJK	1.1	198	16		zhǔ	47616		GHJKT	J0-7347						species of deer	SHU SU	OUJIKA
9E89	麉	CJK	1.1	198	17		jiān	47623		GHKT									
9E8A	麊	CJK	1.1	198	17		mí	47624		GHKT									
9E8B	麋	CJK	1.1	198	17		mí	47625		GHJKT	J0-7348						elk; surname	BI	NARESHIKA
9E8C	麌	CJK	1.1	198	18		yǔ	47634		GHJKT	J0-7349						stag; herd	GU GO	OJIKA
9E8D	麍	CJK	1.1	198	18		liú	47636		GHKT									
9E8E	麎	CJK	1.1	198	18		chén	47637		GHJKT	J1-6C62							SHIN JIN SHI JI	
9E8F	麏	CJK	1.1	198	18		jūn	47639		GJKT	J1-6C63							KIN KUN	
9E90	麐	CJK	1.1	198	18		lín	47643		GHKT				9E9F	麟	Semantic*	female of Chinese unicorn	RIN	
9E91	麑	CJK	1.1	198	19		ní	47656	5378	GHJKTV	J0-734C						fawn, young deer	GEI BEI	KANOKO
9E92	麒	CJK	1.1	198	19		qí	47657	5380	GHJKTV	J0-734A		Y				legendary auspicious animal	KI GI	
9E93	麓	CJK	1.1	198	19		lù	47658	5377	GHJKT	J0-4F3C	Y					foot of hill; foothill	ROKU	FUMOTO
9E94	麔	CJK	1.1	198	19		jiù	47659		GHKT									
9E95	麕	CJK	1.1	198	19		jūn	47660		GHJKT	J0-734B						muntjac deer, hornless river deer	KIN KUN GUN	NORO
9E96	麖	CJK	1.1	198	19		jīng	47661		GHJKT	J1-6C64							KEI KYOU	OOSHIKA
9E97	麗	CJK	1.1	198	19		lì	47663	5381	GHJKTV	J0-4E6F	Y					beautiful, magnificent, elegant	REI RI	URUWASHII TSURANARU NARABU
9E98	麘	CJK	1.1	198	20		xiāng	47668		GHJKT	J1-6C65						scent	KYOU KOU	
9E99	麙	CJK	1.1	198	20		xián	47669		GHKT									
9E9A	麚	CJK	1.1	198	20		jiā	47670		GHKT									
9E9B	麛	CJK	1.1	198	20		mí	47675		GHJKT	J14-7E56						fawn	BEI MAI	
9E9C	麜	CJK	1.1	198	21		lì	47680		GHKT									
9E9D	麝	CJK	1.1	198	21		shè	47682	5382	GHJKTV	J0-734D						musk deer	SHA JA SEKI	
9E9E	麞	CJK	1.1	198	22		zhāng	47688		GHJKT	J13-7E6B						roebuck, Moschus chinloo	SHOU	NORO
9E9F	麟	CJK	1.1	198	24	23	lín	47690	5383	GHJKTV	J0-4E5B		Y				female of Chinese unicorn	RIN	
9EA0	麠	CJK	1.1	198	24		jīng	47698		GHKT									
9EA1	麡	CJK	1.1	198	25		qí	47702		GHKT									
9EA2	麢	CJK	1.1	198	28		líng	47709		GHKT									
9EA3	麣	CJK	1.1	198	30		yán	47712		GT									
9EA4	麤	CJK	1.1	198	33		cū	47714	5384	GHJKT	J13-7E6C						rough, coarse, big, rough	SO ZO	HANARERU ARAI
9EA5	麥	CJK	1.1	199	11		mài	47717		GHJKTV	J0-734E			9EA6	麦	Simplified	wheat, barley, oats; KangXi radical number 199	BAKU	MUGI
9EA6	麦	CJK	1.1	199	7		mài	47718	5385	GHJT	J0-477E	Y					wheat, barley, oats; simplified form of KangXi radical number 199	BAKU	MUGI
9EA7	麧	CJK	1.1	199	14		hé	47728		GHKT									
9EA8	麨	CJK	1.1	199	15		chǎo	47733		GHJKT	J14-7E57							SHOU	MUGIKOGASHI
9EA9	麩	CJK	1.1	199	15		fū	47739	5386	GHJKT	J0-734F			9EB8	麸	Simplified	bran	FU	FUSUMA
9EAA	麪	CJK	1.1	199	15		miàn	47742	5389	GHJKTV	J0-7351						flour, noodles, dough	MEN	MUGIKO
9EAB	麫	CJK	1.1	199	15		miàn	47743		GHKT				9EB5	麵	Semantic*	flour, dough, noodles	BEN MEN	MUGIKO
9EAC	麬	CJK	1.1	199	16		fū	47754		GHJKT	J13-7E6D							FU	FUSUMA
9EAD	麭	CJK	1.1	199	16		pào	47757	5387	GHJKT	J0-7352						a sticky rice ball	HOU	KONAMOCHI
9EAE	麮	CJK	1.1	199	16		qù	47763		GHJKT	J1-6C6B						porridge	KYO KO	MUGIGAYU
9EAF	麯	CJK	1.1	199	17		qū	47771		GHJKT	J13-7E6E			66F2	曲	Simplified	yeast, leaven	KIKU	KOUJI
9EB0	麰	CJK	1.1	199	17		móu	47774		GHJKT	J1-6C6D						barley	BOU MU	
9EB1	麱	CJK	1.1	199	18		fū	47787		GHT									
9EB2	麲	CJK	1.1	199	18		xiàn	47788		GT									
9EB3	麳	CJK	1.1	199	19		lái	47808		GJKT	J1-6C6E			2A38C	𪎌	Simplified		RAI RYOKU RIKI RI	KOMUGI MUGI
9EB4	麴	CJK	1.1	199	19		qū	47818		GHJKT	J13-7E6F			9EB9	麹	Simplified	yeast, leaven; surname	KIKU	KOUJI
9EB5	麵	CJK	1.1	199	20		miàn	47827	5389	GHJKTV	J13-7E70			9762	面	Simplified	flour, dough, noodles	BEN MEN	MUGIKO
9EB7	麷	CJK	1.1	199	29		fēng	47883		GHKT									
9EB8	麸	CJK	1.1	199	11		fū			GJ	J0-7350			9EA9	麩	Traditional	bran	FU	FUSUMA
9EB9	麹	CJK	1.1	199	15		qū		5388	GJ	J0-396D			9EB4	麴	Traditional	yeast, leaven; surname	KIKU	KOUJI
9EBA	麺	CJK	1.1	199	16		miàn		5389	GJV	J0-4C4D	Y					flour, dough, noodles	MEN	MUGIKO
9EBB	麻	CJK	1.1	200	11		má	47888	5390	GHJKTV	J0-4B63	Y					hemp, jute, flax; sesame	MA BA	ASA
9EBC	麼	CJK	1.1	200	14		me	47892		GHJKT	J0-5677			4E48	么	Simplified	interrogative final particle; insignificant, small, tiny	MA BA	KOMAKAI KASUKA
9EBD	麽	CJK	1.1	200	14		mó	47893		GHJKTV	J4-7E59			4E48	么	Simplified*	interrogative particle; repetition of a tune small; tender	EU	
9EBE	麾	CJK	1.1	200	15		huī	47899	5391	GHJKT	J0-5D60						a pennant, flag, banner; to signal to	KI	SASHIZUBA SASHIMANEKU
9EBF	麿	CJK	1.1	200	18		mo	47909P	5396	GHJKT	J0-4B7B		Y				I, personal name marker	RO	MARO
9EC0	黀	CJK	1.1	200	19		zōu	47912		GHKT									
9EC1	黁	CJK	1.1	200	20		nún	47914		GHT									
9EC2	黂	CJK	1.1	200	23		fén	47923		GHKT									
9EC3	黃	CJK	1.1	201	12		huáng	47926		GHJKT	J3-7E71		Y	9EC4	黄	Jinmei	yellow; surname	KOU OU	KI
9EC4	黄	CJK	1.1	201	11		huáng	47926P	5399	GHJTV	J0-322B	Y					yellow; surname	KOU OU	KI
9EC5	黅	CJK	1.1	201	15		jīn	47928		GKT									
9EC6	黆	CJK	1.1	201	16		guāng	47929		GHJKT	J1-6C71							KOU	TAKESHI
9EC7	黇	CJK	1.1	201	16		tiān	47935		GHT									
9EC8	黈	CJK	1.1	201	17		tǒu	47937		GHJKT	J1-6C72						yellow; augment, increase	TOU TSU	KIIRO
9ECA	黊	CJK	1.1	201	17		huà	47940		GT									
9ECB	黋	CJK	1.1	201	18		kuàng	47943		GJKT	J1-6C73							KOU	
9ECC	黌	CJK	1.1	201	25		hóng	47985		GHJKT	J0-7354						school	KOU	MANABEYA
9ECD	黍	CJK	1.1	202	12		shǔ	47991	5400	GHJKT	J0-3550						glutinous millet; KangXi radical number 202	SHO	KIBI
9ECE	黎	CJK	1.1	202	15		lí	47994	2648	GHJKTV	J0-7355		Y				surname; numerous, many; black	REI RI	KUROI
9ECF	黏	CJK	1.1	202	17		nián	48007	5401	GHJKTV	J0-7356						stick to; glutinous, sticky; glue	NEN	NEBARU
9ED0	黐	CJK	1.1	202	23		chī	48027	5402	GHJKT	J0-7357						to stick; sticky	CHI RI	MOCHI
9ED1	黑	CJK	1.1	203	12		hēi	48038		GHJKTV	J3-7E72		Y	9ED2	黒	Jinmei	black; dark; evil, sinister	KOKU	KUROI KURO
9ED2	黒	CJK	1.1	203	11		hēi	48040	5403	GJT	J0-3975	Y					black; dark; evil	KOKU	KUROI KURO
9ED3	黓	CJK	1.1	203	15		yì	48052		GHKT									
9ED4	黔	CJK	1.1	203	16		qián	48056		GHJKT	J0-7358						black; Guizhou	KEN KIN	KUROI
9ED5	黕	CJK	1.1	203	16		dǎn	48057		GHJKT	J1-6C74						red	TAN TON CHIN	AKA
9ED6	黖	CJK	1.1	203	16		xì	48059		GHKT									
9ED7	黗	CJK	1.1	203	16		tūn	48062		GKT									
9ED8	默	CJK	1.1	203	16		mò	48063	2796,5405	GHJKTV	J0-6054		Y	9ED9	黙	Jinmei	silent; quiet, still; dark	MOKU	DAMARU
9ED9	黙	CJK	1.1	86	15		mò	48063P	2796	GJKT	J0-4C5B	Y					silent; quiet, still; dark	MOKU	DAMARU MODASU
9EDA	黚	CJK	1.1	203	17		qián	48074		GHKT									
9EDB	黛	CJK	1.1	203	17	16	dài	48075	5408	GHJKT	J0-4263		Y				blacken eyebrows; black	TAI	MAYUZUMI
9EDC	黜	CJK	1.1	203	17		chù	48076	5407	GHJKTV	J0-7359						dismiss; demote, downgrade	CHUTSU	SHIRIZOKERU
9EDD	黝	CJK	1.1	203	17		yǒu	48082		GHJKT	J0-735B						black	YUU	AOGURO
9EDE	點	CJK	1.1	203	17		diǎn	48083	5406	GHJKTV	J0-735A			70B9	点	Simplified	dot, speck, spot; point, degree	TEN	BOCHI
9EDF	黟	CJK	1.1	203	18		yī	48091		GHJKT	J14-7E5B						black and shining; ebony	EI I	KOKUTAN
9EE0	黠	CJK	1.1	203	18		xiá	48097	5409	GHJKT	J0-735C						sly, cunning, shrewd; artful	KATSU	SATOI WARUGASHIKO
9EE1	黡	CJK	1.1	203	18		yǎn			G				9EF6	黶	Traditional	mole, scar, blemish	EN AN	HOKURO
9EE2	黢	CJK	1.1	203	19		qū	48101		GHKT									
9EE3	黣	CJK	1.1	203	19		měi	48108		GKT									
9EE4	黤	CJK	1.1	203	20		yǎn	48117		GHJKT	J1-6C76						blue-black	EN AN ON	AOGUROI
9EE5	黥	CJK	1.1	203	20		qíng	48123	5410	GHJKTV	J0-735D						to tattoo; to brand the face of criminals	GEI KEI	IREZUMI
9EE6	黦	CJK	1.1	203	20		yuè	48127		GHKT									
9EE7	黧	CJK	1.1	203	20		lí	48131		GHJKT	J14-7E5C						a dark, sallow colour	REI RAI RI	KUROI
9EE8	黨	CJK	1.1	203	20		dǎng	48132	1374	GHJKTV	J0-735E			515A	党	Simplified	political party, gang, faction	TOU	NAKAMA MURA
9EEB	黫	CJK	1.1	203	21		yān	48144		GHKT									
9EEC	黬	CJK	1.1	203	21		yán	47149		GJT	J1-6C78						blackhead	KAN KEN AN EN	KUROI NABEZUMI
9EED	黭	CJK	1.1	203	21		yǎn	48151		GHJKT	J1-6C79							EN AN ON	AOGUROI
9EEE	黮	CJK	1.1	203	21		dǎn	48156		GHJKT	J14-7E5D						black, dark; unclear; private	TAN DON DAN CHIN JIN	KUROI
9EEF	黯	CJK	1.1	203	21		àn	48159	5411	GHJKTV	J0-735F						dark, black; sullen, dreary	AN	KUROI KURAI
9EF0	黰	CJK	1.1	203	22		zhěn	48178		GHJKT	J1-6C7B						young girl's hair style	SHIN AN EN	KUROKAMI
9EF1	黱	CJK	1.1	203	22		dài	47180		GHJKT	J1-6C7C							TAI DAI CHIN JIN	MAYUZUMI
9EF2	黲	CJK	1.1	203	23		cǎn	48189		GHJKT	J1-6C7D						grey black	SAN	USUAOGUROI
9EF3	黳	CJK	1.1	203	23		yī	48192		GHKT									
9EF4	黴	CJK	1.1	203	23		méi	48196	1643	GHJKT	J0-7360			9709	霉	Simplified	mold, mildew; bacteria, fungi	BAI BI MAI	KABI KABIRU
9EF5	黵	CJK	1.1	203	25		zhǎn	48215		GHJKT	J1-6C7E							TAN SEN	HAGARERU
9EF6	黶	CJK	1.1	203	26		yǎn	48229		GHJKT	J0-7361			9EE1	黡	Simplified	mole, scar, blemish	EN AN	HOKURO
9EF7	黷	CJK	1.1	203	27		dú	48234		GHJKT	J0-7362						to dishonor, defile, corrupt; soiled	TOKU	KEGASU KEGARERU
9EF8	黸	CJK	1.1	203	28		lú	48240		GHJT	J1-6D21							RO RU	KUROI
9EF9	黹	CJK	1.1	204	12		zhǐ	48248		GHJKT	J0-7363						embroidery, needlework; radical	CHI	NUU NUI
9EFA	黺	CJK	1.1	204	16		fěn	48249		GHKT									
9EFB	黻	CJK	1.1	204	17		fú	48250		GHJKT	J0-7364						special pattern of embroidery	FUTSU	AYA
9EFC	黼	CJK	1.1	204	19		fǔ	48252		GHJKT	J0-7365						embroidered official or sacrificial robe	HO FU	AYA
9EFD	黽	CJK	1.1	205	13		miǎn	48257	5412	GHJKT	J0-7366						to strive; to endeavor	BOU BIN BEN	TSUTOMERU AOGAERU
9EFF	黿	CJK	1.1	205	17		yuán	48261		GHJKT	J14-7E5E						large turtle, sea turtle	GEN GAN	AOUMIGAME
9F00	鼀	CJK	1.1	205	18		cù	48267		GHKT									
9F01	鼁	CJK	1.1	205	18		qù	48270		GHKT									
9F02	鼂	CJK	1.1	205	18		cháo	48274		GHJKT	J14-7E5F						a kind of sea turtle; surname	CHOU JOU	UMIGAME
9F03	鼃	CJK	1.1	205	19		wā	48278		GJKT	J14-7E61						the edible water-frog	WAI KAI	KAERU
9F04	鼄	CJK	1.1	205	19		zhū	48280		GKT				86DB	蛛	Semantic*	spider	SHU CHU	KUMO
9F05	鼅	CJK	1.1	205	21		zhī	48285		GT							spider	CHI	KUMO
9F06	鼆	CJK	1.1	205	23		méng	48300		GHKT									
9F07	鼇	CJK	1.1	205	24		áo	48301		GHJKT	J0-7367						huge sea turtle	GOU	OOGAME
9F08	鼈	CJK	1.1	205	25		biē	48305	5413	GHJKT	J0-7368						a fresh-water turtle, Trionyx sinensis	BETSU HETSU	SUPPON
9F09	鼉	CJK	1.1	205	25		tuó	48306		GHJKT	J1-6D25						large reptile, water lizard	TA DA TAN DAN SEN ZEN	WANI
9F0A	鼊	CJK	1.1	205	26		bì	48310		GHKT									
9F0E	鼎	CJK	1.1	206	13		dǐng	48315	5414	GHJKTV	J0-4524		Y				large, three-legged bronze caldron	TEI	KANAE MASANI
9F0F	鼏	CJK	1.1	206	15		mì	48317		GHJKT	J1-6D26						cover of tripod caldron	BEKI MYAKU	
9F10	鼐	CJK	1.1	206	15		nài	48318		GHJKT	J13-7E73						incense tripod	DAI NAI DOU NOU	KANAE
9F11	鼑	CJK	1.1	206	15		dǐng	48319		GJT	J1-6D28							TEI	KANAE
9F12	鼒	CJK	1.1	206	16		zī	48321		GHJKT	J1-6D29						large tripod caldron with small mouth	SHI JI	KANAE
9F13	鼓	CJK	1.1	207	13		gǔ	48330	5415	GHJKT	J0-385D	Y					drum; beat, top, strike	KO	TSUZUMI
9F14	鼔	CJK	1.1	207	13		gǔ	48331		GJKT	J1-6D2A						a drum; to drum, from whence comes: to rouse; to swell; to bulge	KO KU	TSUZUMI
9F15	鼕	CJK	1.1	207	18		dōng	48341		GHJKT	J0-736A			51AC	冬	Simplified	rattle of drums	TOU	
9F16	鼖	CJK	1.1	207	18		fén	48344		GHJKT	J1-6D2B						drum	FUN	OOTSUZUMI
9F17	鼗	CJK	1.1	207	19		táo	48351		GHJKT	J14-7E62			9780	鞀	Traditional	small revolving drum with knobs	TOU DOU	FURITSUZUMI
9F18	鼘	CJK	1.1	207	22		yuān	48359		GHKT									
9F19	鼙	CJK	1.1	207	21		pí	48361		GHJKT	J14-7E63						drum carried on horseback	HEI BAI	TSUTSUMI
9F1A	鼚	CJK	1.1	207	21		chāng	48362		GHJKT	J1-6D2E						drumming	CHOU	
9F1B	鼛	CJK	1.1	207	21		gāo	48364		GHJKT	J1-6D2F						drum	KOU	OOTSUZUMI
9F1C	鼜	CJK	1.1	207	22		qì	48374		GHKT									
9F1D	鼝	CJK	1.1	207	25		yuān	48376		GT									
9F1E	鼞	CJK	1.1	207	24		tāng	48378		GHKT									
9F1F	鼟	CJK	1.1	207	25		tēng	48382		GJKT	J1-6D30							TOU	
9F20	鼠	CJK	1.1	208	13		shǔ	48390	5417	GHJKT	J0-414D						rat, mouse; KangXi radical 208	SO SHO	NEZUMI
9F21	鼡	CJK	1.1	208	8		shǔ			GJ	J0-736B						rat, mouse	SHO	NEZUMI
9F22	鼢	CJK	1.1	208	17		fén	48399		GHJKT	J1-6D31						a variety of mole	FUN BUN	MOGURAMOCHI
9F23	鼣	CJK	1.1	208	17		fèi	48403		GHKT									
9F24	鼤	CJK	1.1	208	17		wén	48406		GHKT									
9F25	鼥	CJK	1.1	208	18		bá	48412		GHKT									
9F26	鼦	CJK	1.1	208	18		diāo	48416		GHJT	J1-6D32							CHOU	TEN
9F27	鼧	CJK	1.1	208	18		tuó	48418		GHKT									
9F28	鼨	CJK	1.1	208	18		zhōng	48421		GHKT									
9F29	鼩	CJK	1.1	208	18		qú	48422		GHKT									
9F2A	鼪	CJK	1.1	208	18		shēng	48423		GHJKT	J1-6D33						weasel	SEI SHOU	ITACHI
9F2B	鼫	CJK	1.1	208	18		shí	48424		GHJKT	J1-6D34						marmot; squirrel	SEKI JAKU	MUSASABI
9F2C	鼬	CJK	1.1	208	18		yòu	48427	5418	GHJKT	J0-736C						weasel, Mustela itatsi	YUU YU	ITACHI
9F2D	鼭	CJK	1.1	208	19		shí	48434		GHKT									
9F2E	鼮	CJK	1.1	208	19		tíng	48438		GHKT									
9F2F	鼯	CJK	1.1	208	20		wú	48441		GHJKT	J14-7E64						flying squirrel	GO	MUSASABI
9F30	鼰	CJK	1.1	208	20		jú	48446		GHKT									
9F31	鼱	CJK	1.1	208	21		jīng	48454		GHJKT	J1-6D36							SEI SHOU	
9F32	鼲	CJK	1.1	208	22		hún	48458		GHJKT	J1-6D37							KON GON	
9F33	鼳	CJK	1.1	208	22		jú	48459		GHT									
9F34	鼴	CJK	1.1	208	22		yǎn	48464	5419	GHJKT	J1-6D38			9F39	鼹	Simplified	a kind of insectivorous rodent	EN ON	MOGURA
9F35	鼵	CJK	1.1	208	22		tū	48465		GHKT									
9F36	鼶	CJK	1.1	208	23		sī	48474		GHKT									
9F37	鼷	CJK	1.1	208	23		xī	48477		GHJKT	J14-7E65						a mouse	KEI GEI	HATSUKANEZUMI
9F38	鼸	CJK	1.1	208	23		xiàn	48478		GHKT									
9F39	鼹	CJK	1.1	208	23		yǎn	48480	5419,5420	GHJKT	J13-7E74			9F34	鼴	Traditional	a kind of insectivorous rodent	EN ON	MOGURA
9F3A	鼺	CJK	1.1	208	28		léi	48493		GJKT	J14-7E66							RUI	MUSASABI
9F3B	鼻	CJK	1.1	209	14		bí	48498P	5421	GHJKT	J0-4921	Y					nose; first; KangXi radical 209	BI HI	HANA
9F3C	鼼	CJK	1.1	209	16		yào	48501		GJKT	J1-6D3C						(Cant.) curving upwards	GYOU KYUU KU KYOU	KAGIBANA
9F3D	鼽	CJK	1.1	209	16		qiú	48503		GHJKT	J14-7E67						clogged nose	GU KYUU	TSUMARU
9F3E	鼾	CJK	1.1	209	17		hān	48505	5422	GHJKT	J0-736D						snore loudly	KAN	IBIKI
9F3F	鼿	CJK	1.1	209	17		wù	48506		GJT	J1-6D3E							GOTSU GOCHI KAI	AOMUKIBANA
9F40	齀	CJK	1.1	209	18		wù	48516		GHKT									
9F41	齁	CJK	1.1	209	19		hōu	48519		GHJKT	J14-7E68						snore loudly; very, extremely	KOU KU KO	KAGIBANA
9F42	齂	CJK	1.1	209	22		xiè	48536		GHKT									
9F43	齃	CJK	1.1	209	23		è	48539		GHJKT	J1-6D40							KATSU KACHI ATSU ACHI	NEIKI
9F44	齄	CJK	1.1	209	23		zhā	48541		GHJKT	J1-6D41						red sores on nose	SHA SA	HANANOWAKI
9F45	齅	CJK	1.1	209	24		xiù	48543		GHJKT	J14-7E69						smell; to smell	KYUU	KAGU
9F46	齆	CJK	1.1	209	24		wèng	48545		GHJKT	J14-7E6A						stuffed nose	OU O	HANAZUMARI
9F47	齇	CJK	1.1	209	25		zhā	48547		GHJKT	J1-6D44							SA SHA	AKABANA
9F48	齈	CJK	1.1	209	27		nòng	48554		GHKT									
9F49	齉	CJK	1.1	209	36		nàng	48559		GHKT									
9F4A	齊	CJK	1.1	210	14	13	qí	48560		GHJKTV	J0-736E		Y	6589	斉	Jinmei	even, uniform, of equal length	SEI ZAI SAI	SOROU HITOSHII HITOSHIKU
9F4B	齋	CJK	1.1	210	17	16	zhāi	48565		GHJKTV	J0-6337			658B	斋	Simplified	vegetarian diet; study; to fast, abstain	SAI SHI	MONOIMI TSUTSUSHIMU
9F4C	齌	CJK	1.1	210	18		jì	48567		GHKT									
9F4D	齍	CJK	1.1	210	19		zī	48569		GHKT									
9F4E	齎	CJK	1.1	210	21		jī	48575	5426	GHJKT	J0-6C5A						take in both hands and offer to	SEI SAI SHI	MOTARASU
9F4F	齏	CJK	1.1	210	23		jī	48578		GHJKT	J0-706D						break or smash into pieces, pulverize; hash	SEI SAI	NAMASU
9F52	齒	CJK	1.1	211	15		chǐ	48583	5428	GHJKTV	J0-736F						teeth; gears, cogs; age; KangXi radical 211	SHI	HA
9F53	齓	CJK	1.1	211	16		chèn	48585		GHJKT	J14-7E6B							SHIN SON TON	KAKEBA
9F54	齔	CJK	1.1	211	17		chèn	48587		GHJKT	J0-7370						lose baby teeth and get adult teeth	SHIN	OSANAI
9F55	齕	CJK	1.1	211	18		hé	48590		GHJKT	J14-7E6C						gnaw, bite, nibble	KOTSU GOCHI KETSU	KAMU
9F56	齖	CJK	1.1	211	20		yá	48599		GHJKT	J1-6D47							GA GE	
9F57	齗	CJK	1.1	211	19		yín	48600		GHJKT	J13-7E75						gums (of the teeth); to dispute	KIN GIN	HAGUKI
9F58	齘	CJK	1.1	211	19		xiè	48603		GHJKT	J14-7E6D							KAI GAI	
9F59	齙	CJK	1.1	211	20		bāo	48612		GHKT									
9F5A	齚	CJK	1.1	211	20		zé	48614		GHJKT	J1-6D4A						to chew	SAKU JAKU SA JA	KAMU
9F5B	齛	CJK	1.1	211	20		xiè	48617		GHKT									
9F5C	齜	CJK	1.1	211	21		chái	48619		GHKT									
9F5D	齝	CJK	1.1	211	20		chī	48622	5430	GHJKT	J14-7E6F						to chew the cud	CHI SHI	NIREGAMU NIGEKAMU
9F5E	齞	CJK	1.1	211	20		yǎn	48626		GHJKT	J1-6D4C						to display the teeth	GEN	
9F5F	齟	CJK	1.1	211	20		jǔ	48627	5432	GHJKT	J0-7372						irregular teeth; discord	SO SHO SA	KAMU
9F60	齠	CJK	1.1	211	20		tiáo	48631		GHJKT	J0-7373						lose baby teeth and get adult teeth	CHOU	MISOPPA
9F61	齡	CJK	1.1	211	20		líng	48632	5431	GHJKTV	J0-7374						age; years	REI	YOWAI
9F62	齢	CJK	1.1	211	17		líng	48632P	5431	GHJ	J0-4E70	Y					age; years	REI	YOWAI
9F63	齣	CJK	1.1	211	20	17	chū	48638	5429	GHJKT	J0-7371			51FA	出	Simplified	act; stanza; time, occasion	SHUTSU SETSU	KUGIRI KOMA
9F64	齤	CJK	1.1	211	21		quán	48643		GHKT									
9F65	齥	CJK	1.1	211	21		xiè	48647		GHKT									
9F66	齦	CJK	1.1	211	21		kěn	48649	5433	GHJKT	J0-7375						gums	GIN KON	HAGUKI
9F67	齧	CJK	1.1	211	21		niè	48651	5434	GHJKT	J0-7376						bite, gnaw; wear down, erode	KETSU GETSU	KAMU KAJIRU
9F68	齨	CJK	1.1	211	21		jiù	48652		GJKT	J1-6D4D							KYUU GU	USUBA
9F69	齩	CJK	1.1	211	21		yǎo	48653		GHJKT	J14-7E71						to chew; to bite	GOU KOU	KAMU KAJIRU KAMI
9F6A	齪	CJK	1.1	211	22		chuò	48669	5436	GHJKTV	J0-7378						narrow, small; dirty	SOKU SAKU SHOKU	SEMARU
9F6B	齫	CJK	1.1	211	22		yǔn	48678		GHKT									
9F6C	齬	CJK	1.1	211	22		yǔ	48680	5435	GHJKT	J0-7377						uneven teeth; to disagree	GYO GO	KUICHIGAU KUICHIGAI
9F6D	齭	CJK	1.1	211	23		chǔ	48692		GJT	J14-7E73						toothache	SHO SO	ITAMU
9F6E	齮	CJK	1.1	211	23		yǐ	48698		GHJKT	J1-6D50						bite	GI KI	KAMU
9F6F	齯	CJK	1.1	211	23		ní	48702		GHJKT	J1-6D51						teeth grown in old age	GEI JI NI	
9F70	齰	CJK	1.1	211	23		zé	48705		GHJKT	J14-7E74						to bite	SAKU JAKU SA JA	KAMU
9F71	齱	CJK	1.1	211	23		zōu	48706		GHJKT	J1-6D53							SEKU SAKU SHUKU SHOKU SOKU	SEMARU
9F72	齲	CJK	1.1	211	24		qǔ	48716	5439	GHJKT	J0-737A						tooth decay	KU U	MUSHIBA
9F73	齳	CJK	1.1	211	24		yǔn	48720		GJKT	J1-6D54						toothless	GUN	
9F74	齴	CJK	1.1	211	24		yǎn	48722		GHKT									
9F75	齵	CJK	1.1	211	24		óu	48723		GHJKT	J14-7E75						uneven (teeth)	GOU GU	
9F76	齶	CJK	1.1	211	24		è	48725	5437	GHJKT	J0-737B			816D	腭	Simplified	palate, roof of mouth	GAKU	HAGUKI
9F77	齷	CJK	1.1	211	24		wò	48727	5438	GHJKTV	J0-7379						narrow, small; dirty	AKU	AKUSEKUSURU
9F78	齸	CJK	1.1	211	25		yì	48738		GHKT									
9F79	齹	CJK	1.1	211	24		cī	48739		GHKT									
9F7A	齺	CJK	1.1	211	25		zōu	48746		GHJKT	J1-6D56							SHUU SHU SAKU ZAKU	
9F7B	齻	CJK	1.1	211	25		diān	48749		GHKT									
9F7C	齼	CJK	1.1	211	28		chǔ	48783		GKT									
9F7D	齽	CJK	1.1	211	28		jìn	48788		GJT	J1-6D57							KIN KON GON	MAGARIBA
9F7E	齾	CJK	1.1	211	35		yà	48813		GHKT									
9F8D	龍	CJK	1.1	212	16		lóng	48818	3351,5440	GHJKTV	J0-4E36		Y	7ADC	竜	Jinmei	dragon; symbolic of emperor	RYUU ROU	TATSU
9F8E	龎	CJK	1.1	212	18		páng	48819		GHKT				9F90	龐	Semantic*	disorderly, messy; huge, big	HOU BOU ROU RU	TAKADONO
9F8F	龏	CJK	1.1	212	19		gōng	48823		GJT	J1-6D58							KYOU KU AKU	TSUTSUSHIMU NOBORU TOMOSHIBIOHOHI
9F90	龐	CJK	1.1	53	19		páng	48824		GHJKTV	J13-7E76						disorderly, messy; huge, big	HOU BOU ROU RU	TAKADONO
9F91	龑	CJK	1.1	212	20		yǎn	48827		GHJKT	J1-6D5A						high and bright	EN GEN	
